county,el,sp
West San Juans,1727,Peboy
West San Juans,1727,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1730,Peboy
West San Juans,1734,Peboy
West San Juans,1734,Peboy
West San Juans,1734,Peboy
West San Juans,1734,Peboy
West San Juans,1734,Peboy
East San Juans,1793,Peboy
East San Juans,1793,Peboy
East San Juans,1793,Peboy
East San Juans,1793,Peboy
East San Juans,1793,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1796,Peboy
East San Juans,1838,Peboy
East San Juans,1838,Peboy
East San Juans,1838,Peboy
East San Juans,1838,Peboy
East San Juans,1838,Peboy
East San Juans,1838,Peboy
East San Juans,1983,Peboy
East San Juans,1987,Peboy
East San Juans,1999,Peboy
Montezuma,2153,Peboy
Montezuma,2153,Peboy
Montezuma,2162,Peboy
West San Juans,2227,Peboy
West San Juans,2234,Peboy
Montezuma,2400,Peboy
Montezuma,2499,Peboy
Montezuma,2499,Peboy
Montezuma,2499,Peboy
Montezuma,2499,Peboy
Montezuma,2510,Peboy
Montezuma,1482,Peboy
Montezuma,1483,Peboy
Montezuma,1488,Peboy
Montezuma,1952,Peboy
Montezuma,1955,Peboy
Montezuma,1980,Peboy
Montezuma,1980,Peboy
Montezuma,1992,Peboy
Montezuma,1992,Peboy
Montrose,2205,Peboy
Weld,1648,Peflave
Montezuma,1506,Peflavu
Montezuma,1512,Peflavu
Montezuma,1512,Peflavu
Montezuma,1512,Peflavu
Montezuma,1662,Peflavu
Montezuma,1759,Peflavu
Logan,1358,Peflavu
Pueblo,1614,Peflavu
Weld,1619,Peflavu
Weld,1619,Peflavu
Weld,1619,Peflavu
Weld,1645,Peflavu
Weld,1645,Peflavu
Weld,1645,Peflavu
Weld,1645,Peflavu
Weld,1645,Peflavu
Weld,1646,Peflavu
Weld,1646,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1648,Peflavu
Weld,1649,Peflavu
Weld,1649,Peflavu
Weld,1649,Peflavu
Weld,1649,Peflavu
Weld,1650,Peflavu
Weld,1650,Peflavu
Weld,1650,Peflavu
Weld,1650,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1663,Peflavu
Weld,1664,Peflavu
Weld,1664,Peflavu
Huerfano,2209,Peflavu
Huerfano,2213,Peflavu
Conejos,2484,Peflavu
Boulder,1518,Peman
Boulder,1524,Peman
Boulder,1527,Peman
Boulder,1534,Peman
Boulder,1535,Peman
Boulder,1536,Peman
Larimer,1542,Peman
Larimer,1542,Peman
Boulder,1582,Peman
Boulder,1585,Peman
Boulder,1589,Peman
Boulder,1589,Peman
Boulder,1589,Peman
Boulder,1589,Peman
Boulder,1589,Peman
Boulder,1589,Peman
Boulder,1590,Peman
Boulder,1591,Peman
Boulder,1596,Peman
Boulder,1608,Peman
Boulder,1612,Peman
Boulder,1617.5,Peman
Boulder,1625,Peman
Boulder,1631,Peman
Boulder,1633,Peman
Boulder,1640,Peman
Boulder,1641,Peman
Larimer,1660,Peman
Larimer,1660,Peman
Larimer,1660,Peman
Larimer,1660,Peman
Larimer,1660,Peman
Larimer,1660,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1675,Peman
Larimer,1677,Peman
Larimer,1677,Peman
Larimer,1677,Peman
Larimer,1680,Peman
Larimer,1680,Peman
Larimer,1680,Peman
Larimer,1680,Peman
Larimer,1680,Peman
Larimer,1680,Peman
Larimer,1682,Peman
Larimer,1682,Peman
Larimer,1682,Peman
Larimer,1682,Peman
Larimer,1682,Peman
Larimer,1682,Peman
Larimer,1682,Peman
Larimer,1691,Peman
Larimer,1691,Peman
Larimer,1691,Peman
Larimer,1691,Peman
Larimer,1692,Peman
Larimer,1692,Peman
Larimer,1692,Peman
Boulder,1694,Peman
Larimer,1698,Peman
Larimer,1698,Peman
Larimer,1698,Peman
Larimer,1698,Peman
Larimer,1698,Peman
Larimer,1698,Peman
Boulder,1701,Peman
Larimer,1701,Peman
Larimer,1701,Peman
Larimer,1701,Peman
Larimer,1703,Peman
Larimer,1703,Peman
Larimer,1703,Peman
Larimer,1703,Peman
Larimer,1704,Peman
Larimer,1704,Peman
Larimer,1704,Peman
Larimer,1705,Peman
Larimer,1705,Peman
Boulder,1705.5,Peman
Boulder,1705.5,Peman
Larimer,1708,Peman
Larimer,1708,Peman
Larimer,1708,Peman
Larimer,1711,Peman
Larimer,1711,Peman
Larimer,1711,Peman
Larimer,1711,Peman
Jefferson,1712,Peman
Larimer,1714,Peman
Larimer,1714,Peman
Larimer,1714,Peman
Larimer,1714,Peman
Larimer,1714,Peman
Larimer,1716,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Big Thompson,1719,Peman
Boulder,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Big Thompson,1720,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Larimer,1720.596,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1721,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1723,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1724,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Big Thompson,1726,Peman
Larimer,1726,Peman
Larimer,1726,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1728,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1729,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1731,Peman
Big Thompson,1732,Peman
Big Thompson,1732,Peman
Big Thompson,1732,Peman
Big Thompson,1732,Peman
Big Thompson,1732,Peman
Big Thompson,1732,Peman
Big Thompson,1732,Peman
Big Thompson,1732,Peman
Larimer,1734,Peman
Big Thompson,1734,Peman
Big Thompson,1734,Peman
Big Thompson,1734,Peman
Big Thompson,1734,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1735,Peman
Big Thompson,1740,Peman
Big Thompson,1740,Peman
Big Thompson,1740,Peman
Big Thompson,1740,Peman
Big Thompson,1740,Peman
Big Thompson,1740,Peman
Big Thompson,1740,Peman
Big Thompson,1740,Peman
Big Thompson,1744,Peman
Big Thompson,1744,Peman
Big Thompson,1744,Peman
